Run_ID	Model	RMSE
68	ForwardPredMean	0.969494367217235
68	BMA_Mean	0.846890347748467
52	RFPred	1.18796421244249
52	LassoPred	0.954593794595074
52	RidgePred	1.58006594030674
52	ForwardPredMean	1.0732324292532
52	BMA_Mean	0.907998330237207
66	RFPred	1.08121981335208
66	LassoPred	0.918743061637204
66	RidgePred	1.46193341724328
66	ForwardPredMean	0.94809634625873
66	BMA_Mean	0.888436474493553
83	RFPred	0.888552113955476
83	LassoPred	0.722766626081566
83	RidgePred	1.03960062044628
83	ForwardPredMean	1.21422103223504
83	BMA_Mean	0.654296588199241
85	RFPred	1.26372812062983
85	LassoPred	0.909235535697215
85	RidgePred	1.35047900592962
85	ForwardPredMean	0.983681842483876
85	BMA_Mean	0.937405296803094
47	RFPred	1.27386936463795
47	LassoPred	1.17912572484637
47	RidgePred	1.56576246433464
47	ForwardPredMean	1.00634939519064
47	BMA_Mean	0.972230763292382
38	RFPred	0.903659706720507
38	LassoPred	1.39526373394476
38	RidgePred	1.09000720094677
38	ForwardPredMean	1.84482188052103
38	BMA_Mean	0.553005725641693
49	RFPred	1.09014909650309
49	LassoPred	0.995670478975
49	RidgePred	1.33591057713683
49	ForwardPredMean	1.167664156828
49	BMA_Mean	0.739350479059554
62	RFPred	1.05930800630339
62	LassoPred	0.949634321716231
62	RidgePred	1.13810389805941
62	ForwardPredMean	0.992145753419058
62	BMA_Mean	0.88243352805224
48	RFPred	1.72029312215577
48	LassoPred	0.86991295687563
48	RidgePred	1.6192734099582
48	ForwardPredMean	0.956025944329489
48	BMA_Mean	0.844500523159358
96	RFPred	1.07356896436626
96	LassoPred	0.660929191530858
96	RidgePred	1.24177078029694
96	ForwardPredMean	0.726968128591171
96	BMA_Mean	0.711360385483849
10	RFPred	1.4306098491638
10	LassoPred	0.871749738292944
10	RidgePred	1.57264826893335
10	ForwardPredMean	0.881023874452976
10	BMA_Mean	0.816525290659483
4	RFPred	1.09777732787661
4	LassoPred	0.592169443859603
4	RidgePred	1.35541439815895
4	ForwardPredMean	0.669931148464561
4	BMA_Mean	0.606308474344369
79	RFPred	1.04631783590634
79	LassoPred	1.18538478722256
79	RidgePred	1.42391085950985
79	ForwardPredMean	1.35160073302909
79	BMA_Mean	0.826072681551377
35	RFPred	1.25998640888172
35	LassoPred	0.974256709802466
35	RidgePred	1.61307114702535
35	ForwardPredMean	0.944017551303607
35	BMA_Mean	0.893420374075127
54	RFPred	1.72435280805245
54	LassoPred	1.00659842989091
54	RidgePred	1.63645111355719
54	ForwardPredMean	0.998459263119837
54	BMA_Mean	0.920447136825174
20	RFPred	1.43191650582229
20	LassoPred	0.877440199831554
20	RidgePred	1.29456224752648
20	ForwardPredMean	0.913174351866118
20	BMA_Mean	0.683574403239137
80	RFPred	1.30998658897284
80	LassoPred	1.20086058582253
80	RidgePred	1.58372815621184
80	ForwardPredMean	0.969587813369981
80	BMA_Mean	0.899582418296794
61	RFPred	1.30007641047397
61	LassoPred	0.904650696315615
61	RidgePred	1.60812533249722
61	ForwardPredMean	0.995968915744184
61	BMA_Mean	0.8650470701491
56	RFPred	1.10902353481901
56	LassoPred	0.80172750161423
56	RidgePred	1.39341621740493
56	ForwardPredMean	0.845617718268653
56	BMA_Mean	0.539193445076662
